LAMMPS data file via write_data, version 29 Oct 2020, timestep = 32000000

450 atoms
2 atom types

-0.10849359904355538 18.83391874919496 xlo xhi
-0.10849359904355538 18.83391874919496 ylo yhi
-0.10849359904355538 18.83391874919496 zlo zhi

Masses

1 28.084
2 15.999

Atoms # charge

128 1 0.4 2.5926131385542694 1.5785553379346433 3.200414386736317 -13 3 -5
214 2 -0.2 0.933341708834998 1.8589211327203852 3.3603762483604283 -9 11 14
230 2 -0.2 2.94212014776326 0.8833028485575839 4.712734688482597 1 8 -3
197 2 -0.2 3.6125901776489653 2.8574572522466157 3.1453084495531973 -3 10 -5
252 2 -0.2 2.974884319559665 0.5803255683369987 1.9754225614959555 -1 -4 -9
155 2 -0.2 0.5203224795149342 2.882366913551593 1.1148309183695237 9 -1 1
149 1 0.4 5.087054719165918 3.5170159452599634 2.821431741233044 6 -8 6
260 2 -0.2 5.4903194460197176 3.711190868177309 1.2269857769220216 1 -6 -10
447 2 -0.2 8.754154453632314 3.0082044600429554 2.9558350301409444 -16 3 9
143 1 0.4 7.718069768650954 1.8757035089159426 3.6157150124111257 -10 -7 -3
350 2 -0.2 6.146743282321886 2.242743642101377 3.3292126579921795 -1 -1 -6
434 2 -0.2 7.631376592401377 2.0067634545050894 5.21994371178936 6 3 5
300 2 -0.2 8.049101385819014 0.3520722015723489 3.2226979441766095 -14 -14 3
55 1 0.4 9.19815052083426 4.448251927600982 2.24917719514156 0 5 1
429 2 -0.2 5.312909231494213 4.727099164895907 3.847094668781356 0 7 6
159 2 -0.2 8.485367530892386 4.602915355239504 0.7705944181298929 -1 5 -1
209 2 -0.2 1.804634236555235 4.8108111340398425 5.027906124045818 2 3 2
185 2 -0.2 3.6299582920857105 5.099815271716926 0.4240055247483059 -3 -1 -13
17 1 0.4 1.0795845335837377 5.781962171291325 3.815182245278286 3 9 -5
333 2 -0.2 2.059831515563032 6.077210021508776 2.5365049322550743 -12 5 -1
19 1 0.4 3.0547819831480423 6.425160334727488 1.2487698592693737 4 -1 7
222 2 -0.2 3.5651335743153942 8.542457763318458 4.923116580893246 -7 5 -11
315 2 -0.2 0.5390355552836517 7.142025191886206 4.711456503882777 8 -10 -2
298 2 -0.2 4.447590162704464 7.246124686525021 1.7470967152037415 12 -4 7
276 2 -0.2 2.318568898387526 7.364119130440667 0.11437792744293662 4 3 -7
397 2 -0.2 5.359369312354773 16.040224197298777 0.013681279621904963 4 -15 -6
268 2 -0.2 8.901498706831818 7.745703983620274 4.987665410025316 0 -1 -3
49 1 0.4 5.56101044077869 5.1409689779949215 5.449644058761557 -6 0 6
1 1 0.4 7.8955814694992945 6.865626315416516 4.016616870850085 1 1 1
406 2 -0.2 6.8232697486527085 7.617900483368958 2.9896548620352297 -6 0 1
86 1 0.4 5.889052141860143 8.13828420909512 1.800945719014344 1 -4 3
211 2 -0.2 6.945295044357189 6.024114215422406 5.095657849087704 2 -2 -2
286 2 -0.2 8.746247646101313 5.748049192205015 3.1335460730913907 3 -3 1
272 2 -0.2 6.546676173129706 7.873636621747442 0.2807501274135421 -9 4 17
53 1 0.4 3.511459957383435 10.160020575449852 4.469813143797949 15 -10 4
324 2 -0.2 2.8859159802417875 10.396955754471017 2.9644872197515575 10 4 11
66 1 0.4 1.6978668680180198 10.943829228751797 1.9436698165525543 1 -7 13
280 2 -0.2 1.5792416952489987 12.623644290976538 2.0294832148867528 9 -1 2
376 2 -0.2 0.2670642386084409 10.157043328421038 2.27610766010699 1 2 -17
160 2 -0.2 2.109861558577427 10.781187921656173 0.350217955439681 13 -2 -6
370 2 -0.2 2.302784179676886 10.720863199690989 5.566557335523181 -10 0 -2
10 1 0.4 1.4418890004900078 14.048755508061008 1.1649424921986058 2 11 7
328 2 -0.2 0.12706757174292452 13.875919432311347 0.10759904004411133 -2 11 -4
220 2 -0.2 4.84452862592741 10.937796721047544 5.03533325843221 -2 17 -1
95 1 0.4 9.328609391586813 10.975795412646038 1.3693570910789425 0 3 5
356 2 -0.2 5.59972252494592 9.7233372617266 1.9220690833718228 7 1 7
106 1 0.4 6.04212660662019 11.281509365510194 1.3684886468465072 4 -8 14
47 1 0.4 5.729378289079439 12.098642939186599 5.786785544541013 -10 5 2
366 2 -0.2 5.410267406967303 12.563817373040779 2.105947974561237 -12 -6 16
244 2 -0.2 5.7218159136665125 13.347767522001938 4.702521407961905 4 10 -14
395 2 -0.2 7.654546882110643 11.253775337632959 1.4402240540471762 21 6 -4
111 1 0.4 5.6914620453977545 13.866995417257677 3.1084630173826504 7 -9 -2
30 1 0.4 2.8764486595102174 18.81891559276169 0.47726712026850904 2 -3 13
292 2 -0.2 -0.004580253064308232 17.277767031826166 2.9915159346798417 -1 2 -3
