LAMMPS data file via write_data, version 29 Oct 2020, timestep = 30000000

450 atoms
2 atom types

0.024920631978293528 18.700504518159747 xlo xhi
0.024920631978293528 18.700504518159747 ylo yhi
0.024920631978293528 18.700504518159747 zlo zhi

Masses

1 28.084
2 15.999

Atoms # charge

260 2 -0.2 7.424554494101288 5.130832848790508 3.16952462485719 -5 6 0
273 2 -0.2 4.205734625830027 1.1778461040281247 3.74557011226218 8 -2 0
127 1 0.4 0.4202601067127253 4.056925594898923 2.581703775652294 6 0 -6
338 2 -0.2 5.959906543098496 2.921377277087347 3.0037558156825077 -1 -3 -1
149 1 0.4 7.384642713719588 3.515216506084223 3.5639205921061636 -7 -7 2
113 1 0.4 4.793368450414303 1.9316990368591795 2.3853965705554487 1 0 0
37 1 0.4 3.0161865350809327 5.321019275131279 4.1755150695274725 3 -2 4
280 2 -0.2 1.0286645909862544 3.49765734019922 1.1289168074083002 6 7 3
341 2 -0.2 1.8251744340967182 4.408096508132874 3.428090476617173 3 5 2
181 2 -0.2 3.6266166610423314 2.7488233770342694 1.561252287033091 -1 -9 -1
18 1 0.4 2.5687386967118635 3.4437426160517934 0.5103366962658489 -6 2 6
340 2 -0.2 8.59717533932434 2.635876267208526 2.8368645869578915 7 1 -6
391 2 -0.2 5.406272853439003 0.7472520027198729 1.381863737988062 1 -5 3
220 2 -0.2 1.1419051445585553 0.4217194698601483 0.24303225566726186 9 -5 -5
369 2 -0.2 0.8542836855639194 0.28469226028912153 2.9405005719327213 6 2 9
385 2 -0.2 3.813196847929856 6.170488102356888 2.978250245541427 4 2 -2
241 2 -0.2 2.8613790781508937 5.05259899760152 0.21834410540346283 -4 3 1
312 2 -0.2 9.245633280964366 1.6581661317262393 0.4378512776887048 0 2 5
148 1 0.4 3.891689666688515 3.462139687861421 6.595857858619509 1 12 0
138 1 0.4 9.078289283025798 4.0936800703822325 6.1518687632337326 -5 -7 -1
295 2 -0.2 3.9753438031687978 4.382054096589531 5.179571269061545 4 -1 2
